  2020  4 1 0804 35.6 L  28.816  87.628  0.0  TES  8 2.3                        
SK20  140.00   58.00C                         IP    
SK22  137.00   58.00C                         IP    
SK23  161.00   49.00D                         IP    
SK18  150.00   49.00D                         IP    
SK10  166.00   43.00D                         IP    
SK13  150.00   43.00D                         IP    
SK07  152.00   43.00C                         IP    
SK00  165.00   43.00C                         IP    
